0.0005411;0.0003092;0.0002319
0.000555;0.0003235;0.0002315
0.0005446;0.0003136;0.000231
0.000562;0.000331;0.000231
0.0005573;0.0003251;0.0002322
0.0005523;0.0003214;0.0002309
0.0005527;0.0003218;0.0002309
0.0005696;0.0003387;0.0002309
0.0005502;0.0003189;0.0002313
0.0005653;0.0003326;0.0002327
0.0005614;0.0003292;0.0002322
0.0005679;0.0003376;0.0002303
0.0005539;0.0003209;0.000233
0.0005781;0.0003358;0.0002423
0.000577;0.0003459;0.0002311
0.0005583;0.0003269;0.0002314
0.0005739;0.0003425;0.0002314
0.0005517;0.0003203;0.0002314
0.0005735;0.0003321;0.0002414
0.0005697;0.0003387;0.000231
