1.06427;1.06414;0.0001312
0.989071;0.988936;0.0001352
0.988391;0.988252;0.0001389
1.01783;1.0177;0.000129
1.02187;1.02173;0.0001357
1.0102;1.01006;0.0001439
0.994934;0.994796;0.0001377
0.990624;0.990492;0.0001316
1.00064;1.0005;0.0001452
1.04808;1.04793;0.0001457
1.02581;1.02568;0.0001361
1.02442;1.0243;0.0001241
1.04794;1.04781;0.0001294
1.06483;1.06467;0.0001509
0.991968;0.991821;0.0001475
0.988625;0.988482;0.0001428
0.974635;0.974495;0.0001395
0.989891;0.989774;0.0001177
0.983992;0.983868;0.0001241
1.09769;1.09756;0.0001316
