0.0009438;0.0004609;0.0004829
0.0009517;0.0004753;0.0004764
0.0009484;0.0004688;0.0004796
0.0009709;0.0004946;0.0004763
0.0012238;0.0006114;0.0006124
0.0009602;0.00048;0.0004802
0.0012417;0.0006213;0.0006204
0.0009733;0.000475;0.0004983
0.0014947;0.0010207;0.000474
0.0009573;0.0004806;0.0004767
0.00096;0.0004836;0.0004764
0.0009616;0.0004758;0.0004858
0.0009552;0.000478;0.0004772
0.0009547;0.0004778;0.0004769
0.0009597;0.000473;0.0004867
0.0009367;0.0004735;0.0004632
0.0009519;0.0004918;0.0004601
0.0009475;0.000493;0.0004545
0.0025754;0.0017926;0.0007828
0.001331;0.000855;0.000476
